fullname,address,code,name_province,cid_province,name_city,cid_city,phone_seal,phone_service,lat,lng,region
广汽埃安厦门高崎体验中心,中国（福建）自由贸易试验区厦门片区高崎北路436号金绿物流城1F-C区,FJD0300,福建省,350000,厦门市,350200,0592-5808966,0592-5800866,24.546840,118.115800,华东大区
广汽埃安厦门高奇罗宾森展示中心,厦门市思明区厦禾路899号（罗宾森广场）,FJD0300-1,福建省,350000,厦门市,350200,,,24.474916,118.119239,华东大区
广汽埃安厦门金湖路体验中心,厦门市湖里区金湖路11-13号,FJD0200,福建省,350000,厦门市,350200,0592-5865698,0592-5865695,24.514369,118.147829,华东大区
广汽埃安莆田荔城体验中心,福建省莆田市荔城区西天尾镇城涵西大道2188号,FJB0100,福建省,350000,莆田市,350300,,,25.478616,119.058680,华东大区
广汽埃安三明三元体验中心,三明市三元区新市北路乾龙新村231号8号1区展厅,FJG0100,福建省,350000,三明市,350400,0598-8211666,0598-8298777,26.280594,117.653855,华东大区
广汽埃安泉州南环路体验中心,福建省泉州市鲤城区常泰街道五星社区南环路924号旭辉创业园2号楼1楼,FJC0100,福建省,350000,泉州市,350500,0595-24660788,0595-24660788,24.913160,118.543589,华东大区
广汽埃安泉州经开体验中心,福建省泉州市鲤城区安泰路26号,FJC0200,福建省,350000,泉州市,350500,0595-22357766,0595-22357786,24.876192,118.551327,华东大区
广汽埃安泉州南安中骏世界城展示中心,福建省泉州市南安市美林江北大道40号中骏世界城一楼M135,FJC3100-1,福建省,350000,泉州市,350500,18659079556,0595-22459999,24.682754,118.441936,华东大区
广汽埃安泉州鲤城南安中骏世界展示中心,福建省泉州市南安市水头镇海一路1号中骏世界城M128,FJC0100-1,福建省,350000,泉州市,350500,,,24.682754,118.441936,华东大区
广汽埃安泉州晋江体验中心,福建省泉州市晋江市罗山街道缺塘社区和平南路171号,FJC3100,福建省,350000,泉州市,350500,18659079556,15985996422,24.784648,118.575521,华东大区
广汽埃安泉州石狮体验中心,福建省石狮市狮城大道582号,FJC0300,福建省,350000,泉州市,350500,0595-88882022,0595-88882023,24.747995,118.609070,华东大区
广汽埃安漳州龙文体验中心,福建省漳州市龙文区迎宾大道360号（吉马国际汽车城）A6-4-5号,FJE3000,福建省,350000,漳州市,350600,0596-2101777,0596-2104999,24.501514,117.744016,华东大区
广汽埃安漳州龙文台商万达展示中心,福建省漳州市龙海区角美镇锦江大道2号（台商万达）,FJE3000-1,福建省,350000,漳州市,350600,0596-2101777,0596-2104999,24.508335,117.896584,华东大区
广汽埃安南平建瓯体验中心,福建省建瓯市东安路2-13、2-14号,FJH0100,福建省,350000,南平市,350700,0599-3863999,0599-3863399,27.054882,118.366300,华东大区
广汽埃安龙岩新罗展示中心,龙岩市新罗区龙门镇物流大道210号,FJF3000,福建省,350000,龙岩市,350800,0597-2362666,0597-2361666,25.101608,116.954640,华东大区
广汽埃安宁德蕉城体验中心,福建省宁德市蕉城区金涵畲族乡国道路101号茶厂21幢101室-1号,FJJ0100,福建省,350000,宁德市,350900,0593-2339001,0593-2339002,26.694163,119.527838,华东大区
广汽埃安南昌西湖万达展示中心,南昌市西湖区云锦路西湖万达广场,JXA0300-1,江西省,360000,南昌市,360100,13879111270,,28.638693,115.865584,华南二区
广汽埃安南昌城东王府井展示中心,南昌市青云谱区洪城路188号（王府井）,JXA0400-1,江西省,360000,南昌市,360100,,,28.660733,115.911673,中西大区
广汽埃安南昌高开体验中心,江西省南昌市青山湖区高新大道688号罗万工业园3号厂房,JXA0300,江西省,360000,南昌市,360100,19307009722,0791-86317060,28.700257,115.965524,华东大区
广汽埃安南昌青山湖万达展示中心,江西省南昌市青山湖区京东南大道1666号（青山湖万达广场）,JXA0200-1,江西省,360000,南昌市,360100,18797917225,18797917225,28.648857,115.968717,华南二区
广汽埃安南昌城东体验中心,江西省南昌市青山湖区京东大道366号,JXA0400,江西省,360000,南昌市,360100,0791-88575050,0791-88307199,28.701404,115.979196,华南二区
广汽埃安南昌城南体验中心,南昌市青山湖区高新南大道4288号,JXA0200,江西省,360000,南昌市,360100,0791-88387668,0791-88399668,28.603445,115.964157,华南二区
广汽埃安九江九瑞体验中心,江西省九江市柴桑区港口镇304省道汽车大市场A1号,JXG0200,江西省,360000,九江市,360400,0792-8609888,0792-8609666,29.726780,115.799710,华南二区
广汽埃安赣州南康展示中心,赣州市南康区龙岭镇赣南汽车城B-33地块,JXB3000,江西省,360000,赣州市,360700,0797-6669789,0797-6659789,25.740030,114.827226,华南二区
广汽埃安赣州章贡体验中心,赣州市章贡区沙石镇吉埠村奥特莱斯对面广汽埃安4S店,JXB0100,江西省,360000,赣州市,360700,0797-8166033,0797-5553618,25.814910,114.963945,华南二区
广汽埃安赣州经开体验中心,江西省赣州市经济技术开发区迎宾大道22号广汽埃安经开店,JXB0200,江西省,360000,赣州市,360700,0797-8258588,0797-8389599,25.415633,114.925079,华南二区
广汽埃安吉安吉州体验中心,江西省吉安市吉州区钓源大道2号凯旋国际商业城1号楼06、2号楼02,JXD0100,江西省,360000,吉安市,360800,07968300186,07968300186,27.118747,114.910194,中西大区
广汽埃安吉安青原体验中心,江西省吉安市青原区汽车产业园1号地块内,JXD0200,江西省,360000,吉安市,360800,0796-8117568,0796-8103906,27.135517,115.049116,中西大区
广汽埃安宜春润达广场展示中心,江西省宜春市袁州区宜春南路136号润达国际9栋,JXC3000,江西省,360000,宜春市,360900,0795-3588566,0795-3583566,27.801315,114.384160,华南二区
广汽埃安上饶广信体验中心,江西省上饶市广信区三清山西大道58号月亮湾汽车城,JXE0100,江西省,360000,上饶市,361100,0793-6162555,0793-6162777,28.462135,117.908186,华南二区
广汽埃安上饶广信吾悦展示中心,上饶市广信区凤凰西大道与旭日南大道交汇处(吾悦广场),JXE0100-1,江西省,360000,上饶市,361100,,,28.441516,117.915587,华南二区
广汽埃安上饶信州体验中心,江西省上饶市信州区上饶大道18号赣东北汽车园地块17号楼房(面向上饶大道一侧),JXE0200,江西省,360000,上饶市,361100,0793-6098888,0793-6160777,28.410287,117.960670,中西大区
广汽埃安济南槐荫经十路体验中心,山东省济南市槐荫区经十西路3566号院内3号,SDA0400,山东省,370000,济南市,370100,0531-87115858,0531-87195858,36.647339,116.855092,华北一区
广汽埃安济南明星体验中心,山东省济南市槐荫区经十路28438号,SDA0300,山东省,370000,济南市,370100,0531-87561188,0531-87568811,36.656777,116.923455,华北一区
广汽埃安济南槐荫弘阳广场展示中心,济南市槐荫区兴福寺路海亮艺术华府-西区西侧约110米,SDA0400-2,山东省,370000,济南市,370100,,,36.680096,116.919236,华北二区
广汽埃安济南西部体验中心,济南市槐荫区匡山汽车大世界东区东临41号,SDA0200,山东省,370000,济南市,370100,0531-87299777,0531-87512666,36.696483,116.941011,华北一区
广汽埃安济南历城体验中心,山东省济南市历城区北园大街43号,SDA0500,山东省,370000,济南市,370100,0531-88678989/88678979,0531-88678975,36.704702,117.063806,华北一区
广汽埃安济南槐荫万虹展示中心,山东省济南市历城区工业北路60号（万虹广场）,SDA0400-1,山东省,370000,济南市,370100,15315562421,,36.719492,117.126755,华北一区
广汽埃安济南莱芜高新体验中心,山东省济南市莱芜高新区汇源东大街68号,SDA0600,山东省,370000,济南市,370100,0531-76160007,0531-78516000,36.202421,117.735871,华北一区
广汽埃安济南章丘明星体验中心,山东省济南市章丘区双山街道世纪大道1617号-1号,SDA0700,山东省,370000,济南市,370100,0531-80957000,0531-80950909,36.699840,117.502286,华北二区
广汽埃安青岛西海岸体验中心,山东省青岛市黄岛区海西中路105号,SDB0200,山东省,370000,青岛市,370200,0532-88159888,0532-88159000,35.880511,119.957474,华北二区
广汽埃安青岛黄岛体验中心,山东省青岛市西海岸新区江山中路181号北区,SDB0500,山东省,370000,青岛市,370200,0532-86768688,0532-68057866,36.014029,120.167340,华北一区
广汽埃安青岛即墨胶州展示中心,青岛市胶州市兰州东路523号,SDB0700-3,山东省,370000,青岛市,370200,0532-83279111,0532-83299111,36.292155,120.058061,华北一区
广汽埃安青岛平度体验中心,山东省青岛市平度市李园街道办事处柳州路301号,SDB0400,山东省,370000,青岛市,370200,0532-88376178,0532-88376179,36.781592,119.921319,华北一区
广汽埃安青岛市北CBD万达展示中心,青岛市市北区敦化路街道延吉路116号（CBD万达）,SDB0200-1,山东省,370000,青岛市,370200,,,36.101212,120.389922,华北一区
广汽埃安青岛市北体验中心,山东省青岛市市北区长沙路49号,SDB0100,山东省,370000,青岛市,370200,0532-58582277,0532-58582266,36.137440,120.394051,华北一区
广汽埃安青岛北金茂览秀城商超展示中心,山东省青岛市城阳区宝源路1号（金茂览秀城),SDB0100-3,山东省,370000,青岛市,370200,,,36.269828,120.317747,华北二区
广汽埃安青岛崂山体验中心,青岛市崂山区海尔路20号,SDB0300,山东省,370000,青岛市,370200,,,36.139674,120.436735,华北一区
广汽埃安青岛李沧体验中心,山东省青岛市李沧区重庆中路650号,SDB0600,山东省,370000,青岛市,370200,0532-68983111,0532-87638555,36.189516,120.409919,华北一区
广汽埃安青岛即墨城阳展示中心,山东省青岛市城阳区黑龙江中路399号,SDB0700-2,山东省,370000,青岛市,370200,,,36.268243,120.425890,华北一区
广汽埃安青岛城阳青特万达展示中心,青岛市城阳区正阳中路117号1F-1008,SDB0100-2,山东省,370000,青岛市,370200,0532-58582277,0532-58582277,36.311831,120.429843,华北一区
广汽埃安青岛鼎圣永泰体验中心,青岛市即墨市烟青路（墨城路）212号,SDB3000,山东省,370000,青岛市,370200,,,36.348648,120.441228,华北一区
广汽埃安青岛即墨体验中心,山东省青岛市即墨区环秀街道烟青路小韩村212号,SDB0700,山东省,370000,青岛市,370200,0532-87202567,0532-87203567,36.368066,120.457337,华北一区
广汽埃安淄博经开区荣盛广场展示中心,山东省淄博市张店区华光路288号荣盛广场,SDC3000-1,山东省,370000,淄博市,370300,,,36.830512,118.007936,华北一区
广汽埃安淄博市张店展示中心,山东省淄博市张店区山泉路61号,SDC3000,山东省,370000,淄博市,370300,0533-2713120,0533-2716153,36.784551,118.049392,华北大区
广汽埃安淄博高新万达展示中心,淄博市张店区中润大道17号（淄博万达）,SDC0100-1,山东省,370000,淄博市,370300,,,36.844798,118.018109,华北一区
广汽埃安淄博张店体验中心,山东省淄博市张店区金晶大道261号,SDC0200,山东省,370000,淄博市,370300,0533-3588999,0533-3588969,36.835960,118.074291,华北一区
广汽埃安淄博高新体验中心,山东省淄博市桓台县柳泉北路1877号天齐汽车博览园1号院内1-1展厅,SDC0100,山东省,370000,淄博市,370300,0533-6277666,0533-7965666,36.910646,118.074887,华北一区
广汽埃安滕州龙泉路体验中心,山东省枣庄市滕州市善南街道龙泉南路机动车检测中心南668米东侧,SDD0100,山东省,370000,枣庄市,370400,0632—5536888,15553720007,35.048532,117.204391,华北一区
广汽埃安枣庄星汇展示中心,山东省枣庄高新区张范街道北于红绿灯300米路北        ,SDD3000,山东省,370000,枣庄市,370400,13062002062,0632-7137888,34.837229,117.477357,华北一区
广汽埃安东营东城展示中心,山东省东营市垦利区郝家镇北二路1号,SDE3000,山东省,370000,东营市,370500,0546-7666667,0546-8280000,37.480000,118.420000,华北大区
广汽埃安东营东城万达展示中心,山东省东营市东营区莒州路29号东城万达1063号,SDE3000-2,山东省,370000,东营市,370500,0546-7666667,13793970133,37.450127,118.699845,华北一区
广汽埃安烟台东陌堂体验中心,山东省烟台市福山区机场路597号,SDF0100,山东省,370000,烟台市,370600,0535-6681333,0535-6103333,37.421307,121.362155,华北一区
广汽埃安烟台幸福体验中心,山东省烟台市芝罘区幸福南路8号,SDF0200,山东省,370000,烟台市,370600,0535-2922588,0535-2922599,37.566586,121.337830,华北一区
广汽埃安寿光文家体验中心,寿光市文家街道文家庄村南（风神集团鼎泰汽车园内）,SDG0500,山东省,370000,潍坊市,370700,0536-2236777,0536-2233111,36.532281,118.413505,华北一区
广汽埃安青州益都泰华展示中心,潍坊市青州市昭德南路3088号青州泰华城,SDG3000-1,山东省,370000,潍坊市,370700,,,36.690233,118.520959,华北一区
广汽埃安青州益都体验中心,山东省潍坊市青州市经济开发区玲珑山北路2869号,SDG3000,山东省,370000,潍坊市,370700,15662572689,15662572689,36.741514,118.489656,华北一区
广汽埃安潍坊潍城体验中心,山东省潍坊市潍城区经济开发区北宫西街与殷大路交汇南100米路西,SDG0300,山东省,370000,潍坊市,370700,0536-8660668,0536-8660669,36.723450,118.993044,华北一区
广汽埃安潍坊奎文体验中心,潍坊市潍州路399号,SDG0200,山东省,370000,潍坊市,370700,0536-8828578,0536-2081996,36.660748,119.136306,华北大区
广汽埃安潍坊潍城展示中心,潍坊市奎文区东风东街泰华假日广场,SDG0300-1,山东省,370000,潍坊市,370700,,,36.710677,119.105495,华北一区
广汽埃安潍坊寒亭体验中心,潍坊市寒亭区潍县北路与通亭街交叉口东南角1号楼101室,SDG0400,山东省,370000,潍坊市,370700,0536-7360666,0536-7360789,36.763397,119.192793,华北一区
广汽埃安济宁美恒体验中心,山东省济宁市任城区美恒汽车博览城内广汽埃安展示中心,SDH0200,山东省,370000,济宁市,370800,,,35.369531,116.527763,华北一区
广汽埃安济宁金宇展示中心,山东省济宁市任城区105国道路西金宇汽配城,SDH3000,山东省,370000,济宁市,370800,0537-2065777,0537-2192777,35.455088,116.550973,华北大区
广汽埃安济宁高新体验中心,山东省济宁市高新区柳行街道东外环路东、崇文大道南东艺工业园内东1号厂区,SDH0100,山东省,370000,济宁市,370800,,,35.426846,116.673796,华北一区
广汽埃安泰安岱岳体验中心,山东省泰安市岱岳区天平街道泰山国际汽车城211号,SDJ0100,山东省,370000,泰安市,370900,0538-8572888,0538-8572688,36.159088,117.039841,华东大区
广汽埃安泰安高新体验中心,泰安高新区龙潭路交运汽车园内,SDJ0200,山东省,370000,泰安市,370900,0538-5030111,0538-5032111,36.146275,117.121992,华北二区
广汽埃安威海环翠体验中心,威海市温泉镇金蚂蚁汽车广场33号,SDK3000,山东省,370000,威海市,371000,0631-5907000,0631-5916333,37.367246,122.138045,华北一区
广汽埃安威海环翠珠海路展示中心,山东省威海市环翠区珠海路665-1号,SDK3000-2,山东省,370000,威海市,371000,,,37.411239,122.150012,华北一区
广汽埃安威海环翠威高展示中心,威海市环翠区新威路17号（威高广场）,SDK3000-3,山东省,370000,威海市,371000,,,37.504678,122.122458,华北一区
